orig_index,raw_name,disambiguated_entity,disambiguated_entity_id
1452,elizabeth wang,elizabeth wang,3513044806
1453,elizabeth warren,elizabeth warren,1291782069
1454,ellen f foxman,ellen f foxman,3519179314
1455,ellen foxman,ellen f foxman,3519179314
1456,ellen kossek,ellen kossek,290862711
1457,ellie cannon,ellie cannon,3066708006
1458,ellie cannon cannon,ellie cannon,3066708006
1459,elliot berkman,elliot berkman,80013912
1460,elliott tenpenny,elliott tenpenny,3937996865
1462,elma ledoux,elma ledoux,1199392159
1463,elon musk,elon musk,1613697478
1464,emad eskandar,emad eskandar,738337452
1466,emanuele cremaschi,emanuele cremaschi,1848782428
1467,emil verner,emil verner,3867240283
1468,emily benfer,emily benfer,1492880841
1469,emily erbelding,emily erbelding,1714177423
1470,emily farris,emily farris,121680920
1471,emily landon,emily landon,3218276072
1472,emily nichols,emily nichols,1285578107
1473,emma brown,emma brown,1045273052
1474,emma frances bloomfield,emma frances bloomfield,3339327712
1475,emma frans,emma frans,1117671660
1476,emma hayhurst,emma hayhurst,2033389547
1477,emma teng,emma teng,2688176369
1478,emmanuel andre,emmanuel andre,3442067995
1479,emmanuel macron,emmanuel macron,2185555677
1481,enrico bucci,enrico bucci,693469559
1482,enrico giovannini,enrico giovannini,4207270685
1483,eric anderson,eric anderson,111753224
1484,eric baradat,eric baradat,1067115528
1485,eric blank,eric blank,1325355108
1486,eric cioe pena,eric cioe pena,3490144489
1488,eric d ortenzio,eric d ortenzio,1274311935
1489,eric feigl ding,eric feigl ding,415609113
1490,eric garcetti,eric garcetti,4114393142
1491,eric golnick,eric golnick,566921690
1492,eric holbrook,eric holbrook,3951354676
1493,eric horvitz,eric horvitz,1490779947
1494,eric j rubin,eric j rubin,2178274250
1495,eric kasowski,eric kasowski,2774823514
1496,eric mcdonald,eric mcdonald,2042929994
1497,eric rosengren,eric rosengren,1277084685
1498,eric rubin,eric j rubin,2178274250
1499,eric salazar,eric salazar,3714067485
1500,eric schuman,eric schuman,1510519633
1501,eric talley,eric talley,2149951119
1502,eric toner,eric toner,1276267689
1503,eric topol,eric topol,1165712450
1504,eric trump,eric trump,3262823712
1505,eric wei,eric wei,4083899255
1506,eric wilke,eric wilke,2674813129
1507,erica groshen,erica groshen,317727209
1508,erica hartmann,erica hartmann,3263634706
1509,erica mighetto,erica mighetto,971950802
1510,erica pan,erica pan,1277304410
1511,erica s shenoy,erica s shenoy,2240438969
1512,erich voigt,erich voigt,2046265639
1513,erick eiting,erick eiting,160719401
1514,erik gordon,erik gordon,2729223871
1515,erik scherder,erik scherder,4236503377
1516,erik wilke,eric wilke,2674813129
1517,erika lee,erika lee,292121148
1518,erin burnett,erin burnett,614602063
1519,erin fox,erin fox,762120108
1520,erin gustafson,erin gustafson,519012533
1521,erin hatton,erin hatton,2339471473
1522,erin m sorrell,erin m sorrell,1886848789
1523,erin mccarthy,erin mccarthy,920867341
1524,erin staples,erin staples,1371645794
1527,ernie guzman,ernie guzman,1174900223
1528,esperanza cabral,esperanza cabral,503598015
1529,este geraghty,este geraghty,3175719545
1530,esther chernak,esther chernak,2702928736
1531,esther choo,esther choo,4126825913
1532,esther saggurthi,esther saggurthi,814609293
1533,eswar prasad,eswar prasad,499206026
1534,ethan weiss,ethan weiss,1300347716
1535,ettore palazzo,ettore palazzo,3400860169
1536,euan tovey,euan tovey,1050350075
1537,eudene harry,eudene harry,2364301408
1538,eugene cordero,eugene cordero,2023972623
1539,eugene gu,eugene gu,653592318
1540,eugene kontorovich,eugene kontorovich,168835746
1541,eugene o donnell,eugene o donnell,3790454204
1542,eugene tan,eugene tan,1663866555
1543,eugene volokh,eugene volokh,2065954768
1544,eva larue,eva larue,3746953680
1545,eva selhub,eva selhub,1212052762
1546,evan bloch,evan bloch,1884869751
1547,evan rieder,evan rieder,4038502208
1548,evan vucciap,evan vucciap,1048713846
1551,exekiel emanuel,ezekiel emanuel,2978049557
1552,eyal zimlichman,eyal zimlichman,3211404074
1553,ezekiel emanuel,ezekiel emanuel,2978049557
1554,ezra klein,ezra klein,1610987078
1555,f brobson lutz jr,f brobson lutz jr,692042513
1556,fabio wajngarten,fabio wajngarten,571325757
1557,fabrizio pregliasco,fabrizio pregliasco,3127400519
1558,faezah a bux,faezah a bux,3300366555
1559,fahrettin koca,fahrettin koca,4234706811
1560,fang li,fang li,1254473554
1562,farhan bhatti,farhan bhatti,2837705335
1563,farouk dey,farouk dey,2364788624
1564,farzad mostashari,farzad mostashari,4039139528
1566,fauci bobblehead,anthony fauci,582997773
1568,fausto baldanti,fausto baldanti,2552510776
1570,fawziya abikar,fawziya abikar,1085876049
1571,faye kirkland,faye kirkland,2694662239
1572,feigl ding,eric feigl ding,415609113
1573,felicia cohn,felicia cohn,169751512
1574,felicia lewis,felicia lewis,649992899
1575,felicia wu,felicia wu,96381400
1576,felipe baesler,felipe baesler,379018013
1577,fengyong liu,fengyong liu,3873752625
1579,fermin leguen,fermin leguen,682842011
1580,fernando rodriguez artalejo,fernando rodriguez artalejo,1600440108
1581,fernando simon,fernando simon,1197276043
1583,filippo anelli,filippo anelli,1423141536
1584,finola oneill,finola oneill,2820291739
1585,fiona bloomer,fiona bloomer,3347836958
1586,fiona godlee,fiona godlee,1950388677
1588,florence ader,florence ader,4038205155
1589,florian krammer,florian krammer,1640138450
1590,folasade may,folasade may,871087544
1594,fran phillips,fran phillips,3399875592
1595,fran unsworth,fran unsworth,3790206261
1596,francesca dominici,francesca dominici,1501043174
1597,francesca torriani,francesca torriani,3760662957
1598,francesco dentali,francesco dentali,2165426198
1599,francesco giavazzi,francesco giavazzi,728916757
1600,francesco le foche,francesco le foche,146799943
1601,francesco mojoli,francesco mojoli,68831760
1602,francine blau,francine blau,686510689
1603,francis balloux,francois balloux,1077717087
1605,francis riedo,francis riedo,2163675744
1606,francis ware,francis ware,78546836
1607,francisco duque iii,francisco duque iii,21243840
1608,francisco garcia,francisco garcia,3160509842
1609,francisco moreno,francisco moreno,3783431363
1610,franck riester,franck riester,1105482877
1611,franco locatelli,franco locatelli,3292867391
1612,francois balloux,francois balloux,1077717087
1613,francois salachas,francois salachas,2239489365
1614,frank atherton,frank atherton,4273498303
1615,frank esper,frank esper,1084577610
1616,frank farley,frank farley,3799227264
1617,frank gabrin,frank gabrin,2252194020
1618,frank gilliland,frank gilliland,851512531
1619,frank h wu,frank h wu,601073947
1620,frank lampard,frank lampard,2964195811
1621,frank mora,frank mora,3682874885
1622,frank ong,frank ong,3428000045
1623,frank riedo,francis riedo,2163675744
1624,frank snowden,frank snowden,728227686
1625,frank ulrich montgomery,frank ulrich montgomery,3869131749
1626,frank wang,frank wang,3960274962
1627,franklin d roosevelt,franklin d roosevelt,1889719696
1628,franklin foer,franklin foer,1653108045
1629,fred armisen,fred armisen,2966178849
1630,fred buckner,fred buckner,339450133
1632,fred mills,fred mills,2934010861
1633,fred muench,fred muench,3314672699
1634,freddy sitas,freddy sitas,4188969925
1635,frederick southwick,frederick southwick,3073569156
1636,fredric rabinowitz,fredric rabinowitz,3842301889
1638,frieden,thomas r frieden,626457221
1639,fritz francois,fritz francois,4090865793
1640,fryzlewicz,fryzlewicz,1630240090
1641,fu meng khaw,fu meng khaw,79705045
1642,fuad nahdi,fuad nahdi,4111244778
1643,g wayne miller,g wayne miller,1653726465
1644,gabor kelen,gabor kelen,3815019125
1646,gabriel cade,gabriel cade,1782914079
1647,gabriel kahn,gabriel kahn,1147438510
1648,gabriel leung,gabriel leung,121205522
1649,gabriel rauterberg,gabriel rauterberg,290098686
1650,gabriel said reynolds,gabriel said reynolds,2962804535
1651,gabriel zucman,gabriel zucman,1089647729
1652,gabriela andujar vazquez,gabriela andujar vazquez,821588727
1653,gabriele di luozzo,gabriele di luozzo,1431253115
1654,gabriele tomasoni,gabriele tomasoni,3529889427
1655,gabriella borter,gabriella borter,1559230945
1658,gaetan burgio,gaetan burgio,1519606920
1659,gagandeep kang,gagandeep kang,3749736653
1660,gai peleg,gai peleg,3732475786
1661,gail golab,gail golab,3718326283
1662,gail newel,gail newel,3365845745
1663,gail saltz,gail saltz,1414265633
1664,gail simmons,gail simmons,3361697494
1665,gal peleg,gai peleg,3732475786
1666,ganesh suntharalingam,ganesh suntharalingam,2862654643
1667,gang wang,gang wang,3115248179
1668,gao fu,gao fu,684284844
1669,garret fitzgerald,garret fitzgerald,3681484589
1670,garth reynolds,garth reynolds,1638222363
1672,gary bettman,gary bettman,2070225147
1673,gary cohan,gary cohan,4171914760
1674,gary foster,gary foster,2848566364
1675,gary kennedy,gary kennedy,191732742
1676,gary leroy,gary leroy,1236777857
1677,gary price,gary price,855599240
1678,gary procop,gary procop,1773881840
1679,gary ross,gary ross,2495605073
1680,gary shilling,gary shilling,3941595818
1681,gary simon,gary simon,802635415
1682,gary tearney,gary tearney,3956296344
1683,gary wagner,gary wagner,1199986595
1684,gary wheeler,gary wheeler,4103894533
1685,gary whittaker,gary whittaker,1573805447
1686,gauden galea,gauden galea,3770679899
1687,gavin boyle,gavin boyle,1550120554
1688,gavin newsom,gavin newsom,2609827790
1689,gayil talshir,gayil talshir,1959511558
1690,geert de clercq,geert de clercq,2161331504
1691,gemma chan,gemma chan,4000624207
1692,gen paul friedrichs,gen paul friedrichs,3740823022
1693,gena greher,gena greher,3926180293
1694,genaro molina,genaro molina,2898152426
1695,gene hartigan,gene hartigan,3611108085
1696,gene ransom,gene ransom,2891843896
1697,geng shuang,geng shuang,3055840859
1698,geoff baird,geoff baird,324749293
1699,geoffrey annison,geoffrey annison,2956670815
1700,geoffrey dreher,geoffrey dreher,3732674925
1701,geoffrey leung,geoffrey leung,2207254810
1702,geoffrey s gottlieb,geoffrey s gottlieb,2366478273
1703,george anesi,george anesi,1535506488
1704,george belch,george belch,2854447325
1705,george bonanno,george bonanno,1369549554
1706,george calhoun,george calhoun,4116409624
1707,george conway,george conway,773301171
1708,george d yancopoulos,george d yancopoulos,2796329840
1709,george diaz,george diaz,2353040790
1710,george e pataki,george e pataki,1454155413
1711,george findlay,george findlay,3599432453
1712,george findley,george findlay,3599432453
1715,george loewenstein,george loewenstein,2311170148
1717,george pink,george pink,3647248100
1718,george priestley,george priestley,2748263748
1719,george rutherford,george rutherford,3947777564
1720,george stephanopoulos,george stephanopoulos,1307277086
1721,george tita,george tita,1204717145
1722,george w bush,george w bush,627704754
1724,george weinhouse,george weinhouse,3191788458
1725,george yancopoulos,george d yancopoulos,2796329840
1726,george zgourides,george zgourides,441225842
1727,georges benjamin,georges c benjamin,2240419394
1728,georges c benjamin,georges c benjamin,2240419394
1730,georgie silvarole,georgie silvarole,3414117476
1731,georgine nanos,georgine nanos,1485114742
1732,gerald keusch,gerald keusch,3126445954
1733,geraldine dawson,geraldine dawson,641646997
1734,gerard anderson,gerard anderson,4173314939
1735,gerard krause,gerard krause,2834032681
1736,gerardo chowell,gerardo chowell,1968920943
1738,german peces barba,german peces barba,3726230160
1739,gerry connolly,gerry connolly,598551995
1740,ghazala sharieff,ghazala sharieff,3097433223
1741,ghebreyesus,tedros adhanom ghebreyesus,3199289592
1742,giacomo grasselli,giacomo grasselli,2267099483
1743,gianna bern,gianna bern,2872534346
1744,gianni bonelli,gianni bonelli,4125177355
1745,gianpiero petriglieri,gianpiero petriglieri,2820866230
1746,gianrico farrugia,gianrico farrugia,75431405
1748,gilbert gee,gilbert gee,2410343193
1749,gili regev yochay,gili regev yochay,898399195
1750,gilles verniers,gilles verniers,1230067931
1751,gillian schmitz,gillian schmitz,235077076
1752,ginni mansberg,ginni mansberg,4071954417
1753,giorgio palu,giorgio palu,1151276993
1755,giovanni orsina,giovanni orsina,3163206969
1756,giovanni rezza,giovanni rezza,386945495
1757,giri shankar,giri shankar,778072767
1758,giridhar babu,giridhara r babu,3222377433
1759,giridhara r babu,giridhara r babu,3222377433
1760,girish nadkarni,girish nadkarni,3213100891
1761,giuliani,giuliani,1009220217
1762,giuseppe conte,giuseppe conte,2385725751
1763,gladys berejiklian,gladys berejiklian,4093605281
1765,glen mays,glen mays,3073453457
1766,glen meyerowitz,glen meyerowitz,2338329211
1767,glen stubbestar tribune,glen stubbestar tribune,59054068
1768,glenn rice mcdonald,glenn rice mcdonald,4018993174
1769,glenn zaccara,glenn zaccara,485744543
1770,gloria addo ayensa,gloria addo ayensa,106953770
1771,gloria aguilera,gloria aguilera,880588774
1772,gloria balboa,gloria balboa,2096278461
1773,goldfein,goldfein,1451832890
1775,good,suvajee good,1383991461
1776,goodrich,james t goodrich,1555210941
1777,gordon asmundson,gordon asmundson,3207623790
1778,gordon chang,gordon h chang,766463322
1779,gordon h chang,gordon h chang,766463322
1780,gordon liu,gordon liu,2305532216
1781,gordon mccord,gordon mccord,334819699
1782,gordon wishart,gordon wishart,1211913873
1783,gordon wong,gordon wong,4024197426
1785,gov cuomo,andrew m cuomo,3138278937
1786,govind persad,govind persad,1800613477
1788,grace fusco,grace fusco,1005215147
1790,grant colfax,grant colfax,2410949655
1791,grant tarling,grant tarling,3265905291
1792,gray,gregory c gray,797132426
1793,grazie pozo christie,grazie pozo christie,2135196326
1794,greer millard,greer millard,3721000567
1795,greg abbott,greg abbott,3223537625
1796,greg brew,greg brew,799399135
1797,greg brown,greg brown,2050271525
1798,greg hunt,greg hunt,555138713
1799,greg martin,greg martin,1636391462
1800,greg millett,greg millett,4234646734
1802,greg peters,greg peters,3807438033
1803,greg poland,gregory poland,411138994
1804,greg rigano,gregory rigano,2185109177
1805,greg roth,greg roth,1112780073
1806,greg walden,greg walden,3558879761
1807,gregg gonsalves,gregg gonsalves,297539147
1808,gregor smith,gregor smith,2537914670
1809,gregory byrd,gregory byrd,2979431043
1810,gregory c gray,gregory c gray,797132426
1811,gregory glenn,gregory glenn,4093066515
1812,gregory gray,gregory c gray,797132426
1813,gregory poland,gregory poland,411138994
1814,gregory rigano,gregory rigano,2185109177
1815,gretchen whitmer,gretchen whitmer,2497157916
1816,grete porteous,grete porteous,3095778428
1817,grover gilmore,grover gilmore,653594697
1818,gu su,gu su,3208270001
1819,guan,yi guan,2138524527
1820,guan yi,yi guan,2138524527
1822,guenter risse,guenter risse,3564829810
1823,gufran beig,gufran beig,3322093780
1824,guido giustetto,guido giustetto,3495331213
1825,guillermo tearney,guillermo tearney,2626439747
1826,gul zaidi,gul zaidi,220057958
1828,guy faulconbridge,guy faulconbridge,3946911105
1829,guy mchendry,guy mchendry,759846515
1830,gokce soydemir,gokce soydemir,2209657235
1831,h cody meissner,h cody meissner,3465527795
1832,h keipp b talbot,h keipp b talbot,1526873001
1833,habib zaidi,habib zaidi,1436072349
1836,hadi susanto,hadi susanto,363368302
1837,hadley king,hadley king,204511060
1838,hagai levine,hagai levine,785921005
1839,hahn,stephen m hahn,1079774693
1840,hai shao,hai shao,3241551335
1841,haig aintablian,haig aintablian,2552610182
1842,hajira dambha miller,hajira dambha miller,2490006003
1843,hajo zeeb,hajo zeeb,2259371946
1844,hal f yee,hal f yee,2461623766
1845,hal scott,hal scott,2563125054
1846,hal stern,hal stern,1027532303
1847,hala sabry,hala sabry,4290227786
1848,halik malik,halik malik,2847949571
1850,hamel husain,hamel husain,899243972
1851,han,meilan han,3594498269
1852,hana hayashi,hana hayashi,2985387240
1853,hannah bloch wehba,hannah bloch wehba,3331263822
1854,hannah fry,hannah fry,729164797
1855,hannah janeway,hannah janeway,155269733
1856,hans jorn kolmos,hans jorn kolmos,715798286
1857,hans kluge,hans kluge,3235310542
1858,hansa bhargava,hansa bhargava,188638839
1859,hansel tookes,hansel tookes,2156721728
1860,harald w griesshammer,harald w griesshammer,3190312274
1862,harlan krumholz,harlan krumholz,32617287
1863,harley rouda,harley rouda,1758781705
1864,harmandeep singh,harmandeep singh,1230628713
1866,harris ali,harris ali,3280761501
1867,harris faulker,harris faulkner,2990674901
1868,harris faulkner,harris faulkner,2990674901
1869,harris stratnyer,harris stratnyer,1289963187
1871,harry fay,harry fay,2732470291
1872,harry holzer,harry holzer,848473446
1873,harry nespolon,harry nespolon,2966070017
1875,harry winer,harry winer,3550278281
1876,harsh vardhan,harsh vardhan,1121884979
1878,harvey fineberg,harvey fineberg,3630735949
1879,harvey karp,harvey karp,843083618
1880,harvey schiller,harvey schiller,2669233901
1881,harvey weinstein,harvey weinstein,1020074495
1882,hassan rouhani,hassan rouhani,2658410690
1884,hayato mori,hayato mori,2839458110
1885,head,michael head,2914867987
1886,heard garris,heard garris,2323831021
1887,heather blake,heather blake,1629958401
1888,heather d rogers,heather d rogers,2800968998
1889,heather haynes smith,heather haynes smith,668463943
1890,heba mostafa,heba mostafa,85979301
1891,hector carrillo,hector carrillo,44632841
1892,hector gonzalez,hector gonzalez,392747834
1893,hedwig lee,hedwig lee,3611654891
1894,hedy bauman,hedy bauman,154855202
1895,heiko maas,heiko maas,3461189488
1896,helen aguirre ferre,helen aguirre ferre,2808648139
1897,helen chu,helen chu,3242415258
1898,helen whately,helen whately,207511085
1899,helena maier,helena maier,2705532516
1900,helene langevin,helene langevin,2655111369
1901,helgi johannsson,helgi johannsson,2881083935
1902,hendrik streeck,hendrik streeck,3905917247
1903,henk bekedam,henk bekedam,742889881
1904,henning ansorg,henning ansorg,3502198871
1905,henry albrecht,henry albrecht,1968858857
1906,henry farrell,henry farrell,1163265280
1908,henry i miller,henry i miller,250644872
1909,henry jenkins,henry jenkins,2421404006
1910,henry ji,henry ji,4219735647
1911,henry mcmaster,henry mcmaster,3536204693
1912,henry miller,henry i miller,250644872
1913,henry mwebesa,henry mwebesa,937896511
1914,henry navarro delgado,henry navarro delgado,690098761
1915,henry walke,henry walke,212321433
1916,henry wu,henry wu,4101714236
1917,herb asher,herb asher,2033973241
1918,herb kuhn,herb kuhn,1022487432
1919,herbert tico braun,herbert tico braun,810739498
1920,herzik,herzik,3914829652
1921,hideomi nakahara,hideomi nakahara,4261745389
1923,hilary jones,hilary jones,1178519705
1924,hilary lin,hilary lin,2912641238
1925,hilary marston,hilary marston,4178182672
1926,hilary rosen,hilary rosen,3684554053
1927,hilde vichten,hilde vochten,4040470955
1928,hilde vochten,hilde vochten,4040470955
1929,hillary clinton,hillary clinton,577965912
1930,hina shah,hina shah,3093949385
1931,hiroshi nishiura,hiroshi nishiura,1186203120
1932,hiroshi oshitani,hitoshi oshitani,3475745628
1933,hiroshige seko,hiroshige seko,3909629992
1934,hisakazu kato,hisakazu kato,1477204282
1935,hishal el khidir,hishal el khidir,702952755
1936,hitoshi oshitani,hitoshi oshitani,3475745628
1937,ho fung hung,ho fung hung,4175719862
1938,ho ming sho,ho ming sho,2208730822
1939,ho pak leung,ho pak leung,582768475
1940,hobart kirsty short,hobart kirsty short,878594403
1942,hollie coates,hollie coates,1356476480
1943,holly ellyatt,holly ellyatt,1268218998
1944,holly middlekauff,holly middlekauff,3441636837
1945,homayoon farzadegan,homayoon farzadegan,2798298706
1946,homer venters,homer venters,763499665
1950,horacio arruda,horacio arruda,1463705204
1952,hossein hassanian,hossein hassanian,2357564833
1953,howard cohen,howard cohen,1555472593
1954,howard forman,howard forman,908139180
1955,howard gillman,howard gillman,3103424864
1956,howard markel,howard markel,150191079
1957,howard njoo,howard njoo,2984635161
1958,howard weiss,howard weiss,558193337
1959,howard yu,howard yu,3387708636
1960,howard zucker,howard zucker,2777457449
1962,howie choset,howie choset,1091073784
1963,howie mandel,howie mandel,636422468
1964,hsu li yang,hsu li yang,1435163927
1965,hu xijin,hu xijin,382456379
1966,huaiyu tian,huaiyu tian,2468002258
1967,huang jinhai,huang jinhai,186810939
1968,huang ping,huang ping,1368670309
1969,hudak,hudak,3973552706
1970,hugh cassiere,hugh cassiere,2607254679
1971,hugh montgomery,hugh montgomery,4097412170
1972,humayun chaudhry,humayun chaudhry,4107366786
1973,hun sen,hun sen,1148656484
1975,hwang seung sik,hwang seung sik,2890553055
1976,hye ok chung,hye ok chung,2941060766
1977,hyo jick choi,hyo jick choi,1390623778
1978,i min lee,i min lee,3741180069
1979,i nelson rose,i nelson rose,365039291
1980,iahn gonsenhauser,iahn gonsenhauser,3983493980
1981,iain begg,iain begg,4050603515
1982,iain livingston,iain livingstone,1732780641
1983,iain livingstone,iain livingstone,1732780641
1984,ian comfort,ian comfort,3467431871
1985,ian gilbert,ian gilbert,3679063005
1986,ian hall,ian hall,3440960444
1987,ian hanchett,ian hanchett,1671259191
1988,ian hosegood,ian hosegood,3321574188
1989,ian jones,ian jones,764907377
1990,ian lipkin,w ian lipkin,4236902286
1991,ian mackay,ian mackay,4136456674
1992,ian tong,ian tong,2247303046
1993,ian voglerpool,ian voglerpool,628039738
1994,ian williams,ian williams,2571178777
1995,ian wilson,ian wilson,3439789
1996,ignaz semmelweis,ignaz semmelweis,2650742897
1997,ikuo tsunoda,ikuo tsunoda,3290405306
1998,ilaria capua,ilaria capua,893379815
1999,ilhan omar,ilhan omar,3126729662
2000,ilhem messaoudi,ilhem messaoudi,3336223093
2001,imani del valle,imani del valle,2012560146
2002,imbert,imbert,1115885525
2003,imran khan,imran khan,537017568
2004,indira gurubhagavatula,indira gurubhagavatula,1504426677
2005,indranil khan,indranil khan,4105478289
2006,ingrid katz,ingrid katz,1354411687
2007,ingrid skop,ingrid skop,792758683
2008,ira byock,ira byock,1224121194
2009,ira longini,ira longini,1344032546
2010,iraj harirchi,iraj harirchi,3874779121
2011,irani thevarajan,irani thevarajan,3037479009
2012,ireland tate,ireland tate,1345637464
2013,irina sannikova,irina sannikova,951391901
2014,irwin redlener,irwin redlener,2928090971
2015,isaac bogoch,isaac bogoch,263771476
2016,isaac chotiner,isaac chotiner,3411286056
2017,isaac larian,isaac larian,652730591
2018,isaac ngere,isaac ngere,3104541126
2019,isaac weisfuse,isaac weisfuse,581114033
2020,isabella velicogna,isabella velicogna,3293412302
2021,isabelle amigues,isabelle amigues,1731188291
2022,itamar grotto,itamar grotto,1803647422
2023,itay goldstein,itay goldstein,429778697
2024,ivan cavicchi,ivan cavicchi,2633535882
2025,ivan hung,ivan hung,2826315725
2026,ivan konovalov,ivan konovalov,3341183970
2027,ivan martinez,ivan martinez,1224091074
2028,ivanka trump,ivanka trump,2354274422
2029,j joseph kim,j joseph kim,3624848545
2030,j nadine gracia,j nadine gracia,3736688505
2031,j scott weese,j scott weese,350653632
2032,j stephen jones,j stephen jones,3433207875
2033,j stephen morrison,j stephen morrison,3068773316
2034,j wesley boyd,j wesley boyd,553434324
2035,jaboowins,jameis winston,1125317652
2036,jacinda ardern,jacinda ardern,2172908852
2037,jack caravanos,jack caravanos,1784895425
2038,jack dorsey,jack dorsey,1553796359
2039,jack jeng,jack jeng,1548388139
2040,jack keane,jack keane,3243767712
2041,jack needleman,jack needleman,3920164801
2042,jack pitney,jack pitney,1549632326
2043,jack raglin,jack raglin,1324328574
2044,jack rowe,jack rowe,990554450
2045,jack stroh,jack stroh,3784546203
2047,jackson browne jackson browne,jackson browne jackson browne,1275692987
2048,jacob appel,jacob appel,1522399931
2049,jacob quinton,jacob quinton,3911405832
2050,jacqueline kruser,jacqueline kruser,2583834124
2051,jacqueline vernarelli,jacqueline vernarelli,3938172041
2052,jacqui norris,jacqui norris,1058205768
2053,jae jung,jae jung,3150665014
2054,jag singh,jag singh,1441804745
2055,jagdish khubchandani,jagdish khubchandani,3412125515
2056,jahan fahimi,jahan fahimi,3742543545
2058,jaime sanchez,jaime sanchez,1361003904
2059,jaimie meyer,jaimie meyer,1439965626
2060,jair bolsonaro,jair bolsonaro,3778194836
2061,jake deutsch,jake deutsch,3624129373
2062,jake dunning,jake dunning,1625383805
2063,jake redden,jake redden,3201223092
2064,jake tapper,jake tapper,580976784
2065,jakub tolar,jakub tolar,4158951969
2066,jalal baig,jalal baig,1899084145
2067,jameis winston,jameis winston,1125317652
2068,james a mckinnell,james a mckinnell,212088259
2069,james alan fox,james alan fox,371100560
2070,james angel,james angel,1896791301
2071,james beverley,james beverley,2437166348
2072,james black,james black,408456014
2073,james cai,james cai,4102359269
2074,james campbell,james campbell,1521461954
2075,james chalmers,james chalmers,96734443
2076,james cherry,james cherry,3551296606
2077,james chin,james chin,3658029428
2078,james coleman,james coleman,1491619391
2080,james diaz,james diaz,3426860230
2081,james findlay,james findlay,229631680
2082,james gasperino,james gasperino,3271425510
2083,james gill,james gill,2241267453
2084,james goodrich,james t goodrich,1555210941
2085,james grayson,james grayson,3122527898
2086,james hadler,james hadler,2393546650
2087,james hayward,james hayward,2865780276
2088,james hildreth,james hildreth,1530876311
2089,james hodge,james hodge,3719440701
2090,james kahn,james kahn,2286139692
2091,james keany,james keany,1871190612
2092,james l henderson,james l henderson,3264612040
2093,james lawler,james lawler,107344385
2094,james leduc,james leduc,2116766991
2095,james leo,james leo,2040866036
2096,james logan,james logan,1751182002
2097,james m hughes,james m hughes,3647651079
2098,james mcavoy,james mcavoy,4142286458
2100,james o loan,james o loan,2055244360
2101,james phillips,james phillips,3643686431
2102,james porter,james porter,4183831989
2103,james pruden,james pruden,645324964
2104,james reade,james reade,3895480216
2105,james robb,james robb,535073870
2106,james stock,james stock,1458935183
2107,james stockard,james stockard,644947996
2108,james stoller,james stoller,3850679937
2109,james t goodrich,james t goodrich,1555210941
2110,james todaro,james todaro,3409420060
2111,james town,james town,1727685718
2112,james turner,james turner,733316117
2113,james wantuck,james wantuck,1700363435
2114,james watt,james watt,1472200657
2115,james wood,james wood,4172111663
2116,jamey keaten,jamey keaten,817349741
2117,jamie e baker,jamie e baker,2485610840
2118,jamie lloyd smith,jamie lloyd smith,2722896350
2119,jamie yutzie,jamie yutzie,215167854
2120,jamila michener,jamila michener,2517579641
2121,jamye coffman,jamye coffman,1426538833
2122,jan emmanuel de neve,jan emmanuel de neve,2459026170
2123,jan pieter krahnen,jan pieter krahnen,321365509
2124,jan rivkin,jan rivkin,1971952397
2125,jana bowden,jana bowden,3921061260
2126,jana broadhurst,jana broadhurst,1891022560
2127,janaki amin,janaki amin,3016959787
2128,jane clougherty,jane clougherty,2222237947
2129,jane duckett,jane duckett,3108242513
2130,jane greer,jane greer,2052511919
2131,jane orient,jane orient,1762986402
2132,jane povey,jane povey,3764112100
2133,jane rooney,jane rooney,1424489016
2134,jane ruth aceng,jane ruth aceng,2999947062
2135,jane tyson,jane tyson,630619524
2136,jane waldfogel,jane waldfogel,1496761810
2137,jane webber,jane webber,2072603454
2138,janelle scott,janelle scott,972190037
2139,janet baseman,janet baseman,79159555
2140,janet bednarek,janet bednarek,2425341284
2141,janet diaz,janet diaz,718282745
2142,janet englund,janet englund,1846741947
2143,janet phillips,janet phillips,1353522287
2145,janet woodcock,janet woodcock,4079874260
2146,janette nesheiwat,jeanette nesheiwat,4239712278
2147,janice manjuck,janice manjuck,1407047
2148,janine ramsey,janine ramsey,4209781832
2149,janitha gowribalan,janitha gowribalan,1247773365
2150,jaouad mahjour,jaouad mahjour,607628529
2151,jared a ellias,jared a ellias,1813019725
2152,jared baeten,jared baeten,3364949723
2153,jared burks,jared burks,1260735333
2154,jared evans,jarred evans,3145096588
2155,jared kushner,jared kushner,1824413672
2156,jarno habicht,jarno habicht,2529618149
2157,jarred evans,jarred evans,3145096588
2158,jarrid whitney,jarrid whitney,1279170794
2160,jason bordoff,jason bordoff,1680643075
2161,jason furman,jason furman,2062014473
2162,jason kindrachuck,jason kindrachuk,696719955
2163,jason kindrachuk,jason kindrachuk,696719955
2164,jason leitch,jason leitch,4089375892
2165,jason li,jason li,3097644012
2166,jason m opal,jason m opal,3800367155
2167,jason mclellan,jason mclellan,4037531609
2168,jason moats,jason moats,3274996767
2169,jason oliver chang,jason oliver chang,4038845149
2170,jason persoff,jason persoff,3861270530
2171,jason reed,jason reed,4107300676
2172,jason schwartz,jason schwartz,2814903070
2173,jason stanley,jason stanley,2881889623
2174,javad amini saman,javad amini saman,716934319
2175,javier del aguila,javier del aguila,3921039891
